"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
478.0626555,"C20H17O13N1","CHON","Tannin",0.85,0.65,0.44,0.6,20,17,13,1,0,0
478.099302,"C21H21O12N1","CHON","Lignin",1,0.57,0.3571,0.2857,21,21,12,1,0,0
478.133066,"C15H30O14N1P1","CHONP","Carb",2,0.93,-1.1667,0.0667,15,30,14,1,0,1
478.149123,"C20H34O6N1S2P1","CHONSP","Protein",1.7,0.3,-0.1538,-0.75,20,34,6,1,2,1
478.171808,"C23H29O10N1","CHON","Lignin",1.26,0.43,0.2353,-0.2609,23,29,10,1,0,0
478.180606,"C26H29O4N3S1","CHONS","Lignin",1.12,0.15,0.4,-0.3846,26,29,4,3,1,0
478.208212,"C24H33O9N1","CHON","Lignin",1.38,0.38,0.1892,-0.5,24,33,9,1,0,0
478.217534,"C35H29O1N1","CHON","UnsatHC",0.83,0.03,0.6119,-0.6857,35,29,1,1,0,0
478.2406155,"C20H37O10N3","CHON","Protein",1.85,0.5,-0.3333,-0.4,20,37,10,3,0,0
478.249359,"C22H43O6N1P2","CHONP","Lipid",1.95,0.27,-0.1875,-1.2727,22,43,6,1,0,2
478.285355,"C24H49O2N1S3","CHONS","Lipid",2.04,0.08,-0.2105,-1.5,24,49,2,1,3,0
478.2939213,"C23H46O7N1P1","CHONP","Protein",2,0.3,-0.2,-1.2609,23,46,7,1,0,1
478.3651548,"C27H49O4N3","CHON","Lipid",1.81,0.15,0,-1.1852,27,49,4,3,0,0
478.920959,"C17H6O13P2","CHOP","ConHC",0.35,0.76,0.8824,1.1765,17,6,13,0,0,2
478.921661,"C19H12O5S5","CHOS","ConHC",0.63,0.26,0.5652,0.4211,19,12,5,0,5,0
478.989322,"C22H8O13","CHO","ConHC",0.36,0.59,0.8065,0.8182,22,8,13,0,0,0
479.0103415,"C19H12O15","CHO","ConHC",0.63,0.79,0.5652,0.9474,19,12,15,0,0,0
479.015809,"C25H8O9N2","CHON","ConHC",0.32,0.36,0.8919,0.64,25,8,9,2,0,0
479.02578,"C23H12O12","CHO","ConHC",0.52,0.52,0.7059,0.5217,23,12,12,0,0,0
479.026029,"C26H13O4N2S1P1","CHONSP","ConHC",0.5,0.15,0.8,0.1154,26,13,4,2,1,1
479.031514,"C16H16O17","CHO","Tannin",1,1.06,0.0667,1.125,16,16,17,0,0,0
479.045438,"C24H18O7P2","CHOP","ConHC",0.75,0.29,0.6216,-0.1667,24,18,7,0,0,2
479.0465975,"C20H16O14","CHO","Tannin",0.8,0.7,0.4615,0.6,20,16,14,0,0,0
479.0528934,"C27H16O3N2S2","CHONS","ConHC",0.59,0.11,0.7209,0,27,16,3,2,2,0
479.0618703,"C24H16O11","CHO","ConHC",0.67,0.46,0.6216,0.25,24,16,11,0,0,0
479.062186,"C24H16O11","CHO","ConHC",0.67,0.46,0.6216,0.25,24,16,11,0,0,0
479.062457,"C27H17O3N2S1P1","CHONSP","ConHC",0.63,0.11,0.7209,-0.1111,27,17,3,2,1,1
479.0687072,"C18H24O11S2","CHOS","Lignin",1.33,0.61,-0.0476,0.1111,18,24,11,0,2,0
479.0689893,"C28H17O6P1","CHOP","ConHC",0.61,0.21,0.7083,-0.1786,28,17,6,0,0,1
479.081602,"C15H29O11S2P1","CHOSP","Carb",1.93,0.73,-1,-0.2,15,29,11,0,2,1
479.0830425,"C21H20O13","CHO","Lignin",0.95,0.62,0.3793,0.2857,21,20,13,0,0,0
479.083375,"C21H20O13","CHO","Lignin",0.95,0.62,0.3793,0.2857,21,20,13,0,0,0
479.083724,"C24H21O5N2S1P1","CHONSP","Lignin",0.88,0.21,0.5429,-0.125,24,21,5,2,1,1
479.0983716,"C25H20O10","CHO","Lignin",0.8,0.4,0.55,0,25,20,10,0,0,0
479.0986595,"C25H20O10","CHO","Lignin",0.8,0.4,0.55,0,25,20,10,0,0,0
479.1073457,"C17H25O12N2P1","CHONP","Tannin",1.47,0.71,-0.25,0.2941,17,25,12,2,0,1
479.1076065,"C36H16O2","CHO","ConHC",0.44,0.06,0.8,-0.3333,36,16,2,0,0,0
479.1193983,"C22H24O12","CHO","Lignin",1.09,0.55,0.3125,0,22,24,12,0,0,0
479.1197125,"C22H24O12","CHO","Lignin",1.09,0.55,0.3125,0,22,24,12,0,0,0
479.134874,"C26H24O9","CHO","Lignin",0.92,0.35,0.4884,-0.2308,26,24,9,0,0,0
479.138105,"C23H28O9S1","CHOS","Lignin",1.22,0.39,0.2571,-0.3478,23,28,9,0,1,0
479.138454,"C23H28O9S1","CHOS","Lignin",1.22,0.39,0.2571,-0.3478,23,28,9,0,1,0
479.138725,"C15H34O9N2S1P2","CHONSP","Other",2.27,0.6,-1.5455,-0.5333,15,34,9,2,1,2
479.155844,"C23H28O11","CHO","Lignin",1.22,0.48,0.2571,-0.2609,23,28,11,0,0,0
479.1561212,"C23H28O11","CHO","Lignin",1.22,0.48,0.2571,-0.2609,23,28,11,0,0,0
479.156443,"C26H29O3N2S1P1","CHONSP","UnsatHC",1.12,0.12,0.4146,-0.5769,26,29,3,2,1,1
479.1617635,"C16H32O16","CHO","Carb",2,1,-0.875,0,16,32,16,0,0,0
479.1712156,"C27H28O8","CHO","Lignin",1.04,0.3,0.4348,-0.4444,27,28,8,0,0,0
479.171631,"C19H34O8N2P2","CHONP","Protein",1.79,0.42,-0.2727,-0.6316,19,34,8,2,0,2
479.176975,"C20H32O13","CHO","AminoSugar",1.6,0.65,-0.1111,-0.3,20,32,13,0,0,0
479.1922704,"C24H32O10","CHO","Lignin",1.33,0.42,0.2105,-0.5,24,32,10,0,0,0
479.20496,"C32H32O2S1","CHOS","UnsatHC",1,0.06,0.5,-0.8125,32,32,2,0,1,0
479.2074336,"C28H32O7","CHO","Lignin",1.14,0.25,0.3878,-0.6429,28,32,7,0,0,0
479.2078424,"C28H32O7","CHO","Lignin",1.14,0.25,0.3878,-0.6429,28,32,7,0,0,0
479.208217,"C20H38O7N2P2","CHONP","Protein",1.9,0.35,-0.28,-0.9,20,38,7,2,0,2
479.209446,"C16H36O14N2","CHON","Other",2.25,0.88,-1.2857,-0.125,16,36,14,2,0,0
479.212986,"C21H36O12","CHO","AminoSugar",1.71,0.57,-0.1333,-0.5714,21,36,12,0,0,0
479.2134284,"C21H36O12","CHO","AminoSugar",1.71,0.57,-0.1333,-0.5714,21,36,12,0,0,0
479.224762,"C20H36O11N2","CHON","AminoSugar",1.8,0.55,-0.28,-0.4,20,36,11,2,0,0
479.2286138,"C25H36O9","CHO","Lignin",1.44,0.36,0.1707,-0.72,25,36,9,0,0,0
479.231722,"C24H37O6N2P1","CHONP","Lipid",1.54,0.25,0.1111,-0.7917,24,37,6,2,0,1
479.2437712,"C29H36O6","CHO","Lignin",1.24,0.21,0.3462,-0.8276,29,36,6,0,0,0
479.2497298,"C22H40O11","CHO","Protein",1.82,0.5,-0.1515,-0.8182,22,40,11,0,0,0
479.2649711,"C26H40O8","CHO","Protein",1.54,0.31,0.1364,-0.9231,26,40,8,0,0,0
479.280212,"C30H40O5","CHO","Lignin",1.33,0.17,0.3091,-1,30,40,5,0,0,0
479.3012986,"C27H44O7","CHO","Lipid",1.63,0.26,0.1064,-1.1111,27,44,7,0,0,0
479.337773,"C28H48O6","CHO","Lipid",1.71,0.21,0.08,-1.2857,28,48,6,0,0,0
479.3409002,"C27H49O3N2P1","CHONP","Lipid",1.81,0.11,0.0222,-1.3704,27,49,3,2,0,1
479.4105848,"C30H56O4","CHO","Lipid",1.87,0.13,0.0357,-1.6,30,56,4,0,0,0
479.446951,"C31H60O3","CHO","Lipid",1.94,0.1,0.0169,-1.7419,31,60,3,0,0,0
480.028961,"C16H21O10N1S1P2","CHONSP","Lignin",1.31,0.62,-0.1429,0.25,16,21,10,1,1,2
480.050475,"C15H31O4N1S6","CHONS","Lipid",2.07,0.27,-1.3333,-0.5333,15,31,4,1,6,0
480.0573387,"C23H15O11N1","CHON","ConHC",0.65,0.48,0.6364,0.4348,23,15,11,1,0,0
480.078285,"C20H19O13N1","CHON","Tannin",0.95,0.65,0.36,0.5,20,19,13,1,0,0
480.080197,"C22H27O3N1S4","CHONS","Lignin",1.23,0.14,0.2258,-0.4545,22,27,3,1,4,0
480.124321,"C25H27O1N3S3","CHONS","UnsatHC",1.08,0.04,0.4054,-0.4,25,27,1,3,3,0
480.139188,"C15H31O14N1S1","CHONS","Carb",2.07,0.93,-1.3333,0.1333,15,31,14,1,1,0
480.188102,"C15H37O10N3P2","CHONP","Other",2.47,0.67,-2,-0.5333,15,37,10,3,0,2
480.196148,"C26H31O4N3S1","CHONS","Lignin",1.19,0.15,0.35,-0.4615,26,31,4,3,1,0
480.220026,"C19H35O11N3","CHON","AminoSugar",1.84,0.58,-0.4286,-0.2105,19,35,11,3,0,0
480.223765,"C24H35O9N1","CHON","Lignin",1.46,0.38,0.1351,-0.5833,24,35,9,1,0,0
480.2562653,"C20H39O10N3","CHON","Protein",1.95,0.5,-0.4167,-0.5,20,39,10,3,0,0
480.296704,"C26H43O7N1","CHON","Lipid",1.65,0.27,0.0698,-1,26,43,7,1,0,0
480.305426,"C29H43O1N3S1","CHONS","UnsatHC",1.48,0.03,0.2245,-1.0345,29,43,1,3,1,0
480.902085,"C15H3O13N2S1P1","CHONSP","ConHC",0.2,0.87,1.2222,2.0667,15,3,13,2,1,1
481.0258531,"C19H14O15","CHO","ConHC",0.74,0.79,0.4783,0.8421,19,14,15,0,0,0
481.0261465,"C19H14O15","CHO","ConHC",0.74,0.79,0.4783,0.8421,19,14,15,0,0,0
481.0411864,"C23H14O12","CHO","ConHC",0.61,0.52,0.6471,0.4348,23,14,12,0,0,0
481.0414775,"C23H14O12","CHO","ConHC",0.61,0.52,0.6471,0.4348,23,14,12,0,0,0
481.041739,"C26H15O4N2S1P1","CHONSP","ConHC",0.58,0.15,0.75,0.0385,26,15,4,2,1,1
481.048407,"C27H15O7P1","CHOP","ConHC",0.56,0.26,0.7333,-0.037,27,15,7,0,0,1
481.0563985,"C27H14O9","CHO","ConHC",0.52,0.33,0.7333,0.1481,27,14,9,0,0,0
481.060377,"C16H24O9N2S1P2","CHONSP","AminoSugar",1.5,0.56,-0.3846,0.125,16,24,9,2,1,2
481.060994,"C14H27O12S2P1","CHOSP","Carb",1.93,0.86,-1.4,0.0714,14,27,12,0,2,1
481.0623174,"C20H18O14","CHO","Tannin",0.9,0.7,0.3846,0.5,20,18,14,0,0,0
481.062618,"C20H18O14","CHO","Tannin",0.9,0.7,0.3846,0.5,20,18,14,0,0,0
481.0775078,"C24H18O11","CHO","ConHC",0.75,0.46,0.5676,0.1667,24,18,11,0,0,0
481.07782,"C24H18O11","CHO","ConHC",0.75,0.46,0.5676,0.1667,24,18,11,0,0,0
481.078088,"C27H19O3N2S1P1","CHONSP","ConHC",0.7,0.11,0.6744,-0.1852,27,19,3,2,1,1
481.0844701,"C18H26O11S2","CHOS","Lignin",1.44,0.61,-0.1429,0,18,26,11,0,2,0
481.0987057,"C21H22O13","CHO","Lignin",1.05,0.62,0.3103,0.1905,21,22,13,0,0,0
481.0990873,"C24H23O5N2S1P1","CHONSP","Lignin",0.96,0.21,0.4857,-0.2083,24,23,5,2,1,1
481.1140026,"C25H22O10","CHO","Lignin",0.88,0.4,0.5,-0.08,25,22,10,0,0,0
481.1143669,"C18H30O7N2S3","CHONS","Protein",1.67,0.39,-0.3684,-0.2222,18,30,7,2,3,0
481.1351003,"C22H26O12","CHO","Lignin",1.18,0.55,0.25,-0.0909,22,26,12,0,0,0
481.1354067,"C22H26O12","CHO","Lignin",1.18,0.55,0.25,-0.0909,22,26,12,0,0,0
481.1505948,"C26H26O9","CHO","Lignin",1,0.35,0.4419,-0.3077,26,26,9,0,0,0
481.153887,"C23H30O9S1","CHOS","Lignin",1.3,0.39,0.2,-0.4348,23,30,9,0,1,0
481.1561815,"C19H30O14","CHO","Carb",1.58,0.74,-0.1667,-0.1053,19,30,14,0,0,0
481.171497,"C23H30O11","CHO","Lignin",1.3,0.48,0.2,-0.3478,23,30,11,0,0,0
481.186933,"C27H30O8","CHO","Lignin",1.11,0.3,0.3913,-0.5185,27,30,8,0,0,0
481.190231,"C24H34O8S1","CHOS","Lignin",1.42,0.33,0.1579,-0.6667,24,34,8,0,1,0
481.192756,"C20H34O13","CHO","AminoSugar",1.7,0.65,-0.1852,-0.4,20,34,13,0,0,0
481.2078274,"C24H34O10","CHO","Lignin",1.42,0.42,0.1579,-0.5833,24,34,10,0,0,0
481.21088,"C23H35O7N2P1","CHONP","Protein",1.52,0.3,0.0909,-0.6522,23,35,7,2,0,1
481.226424,"C25H38O7S1","CHOS","Lipid",1.52,0.28,0.122,-0.88,25,38,7,0,1,0
481.226673,"C25H38O7S1","CHOS","Lipid",1.52,0.28,0.122,-0.88,25,38,7,0,1,0
481.257145,"C22H43O9P1","CHOP","Protein",1.95,0.41,-0.2121,-1.1364,22,43,9,0,0,1
481.2653102,"C22H42O11","CHO","Protein",1.91,0.5,-0.2121,-0.9091,22,42,11,0,0,0
481.2805827,"C26H42O8","CHO","Protein",1.62,0.31,0.0909,-1,26,42,8,0,0,0
481.2960442,"C30H42O5","CHO","Lignin",1.4,0.17,0.2727,-1.0667,30,42,5,0,0,0
481.3169649,"C27H46O7","CHO","Lipid",1.7,0.26,0.0638,-1.1852,27,46,7,0,0,0
481.3323802,"C31H46O4","CHO","Lignin",1.48,0.13,0.2414,-1.2258,31,46,4,0,0,0
481.353461,"C28H50O6","CHO","Lipid",1.79,0.21,0.04,-1.3571,28,50,6,0,0,0
481.3686806,"C32H50O3","CHO","Lipid",1.56,0.09,0.2131,-1.375,32,50,3,0,0,0
481.3897959,"C29H54O5","CHO","Lipid",1.86,0.17,0.0189,-1.5172,29,54,5,0,0,0
481.4261148,"C30H58O4","CHO","Lipid",1.93,0.13,0,-1.6667,30,58,4,0,0,0
481.4624829,"C31H62O3","CHO","Lipid",2,0.1,-0.0169,-1.8065,31,62,3,0,0,0
481.808756,"C12H5O6N1S7","CHONS","ConHC",0.42,0.5,0,2,12,5,6,1,7,0
481.809819,"C13H9O1N1S9","CHONS","ConHC",0.69,0.08,-0.2,1.0769,13,9,1,1,9,0
482.110176,"C25H25O5N1S2","CHONS","Lignin",1,0.2,0.4359,-0.32,25,25,5,1,2,0
482.116424,"C28H22O5N1P1","CHONP","ConHC",0.79,0.18,0.617,-0.3214,28,22,5,1,0,1
482.130364,"C21H25O12N1","CHON","Lignin",1.19,0.57,0.2143,0.0952,21,25,12,1,0,0
482.131047,"C13H31O12N3P2","CHONP","Other",2.38,0.92,-5,0.1538,13,31,12,3,0,2
482.185347,"C23H33O8N1S1","CHONS","Lignin",1.43,0.35,0.1176,-0.5217,23,33,8,1,1,0
482.199112,"C18H33O12N3","CHON","AminoSugar",1.83,0.67,-0.5556,0,18,33,12,3,0,0
482.235578,"C19H37O11N3","CHON","AminoSugar",1.95,0.58,-0.5238,-0.3158,19,37,11,3,0,0
482.26242,"C23H49O1N1S4","CHONS","Lipid",2.13,0.04,-0.3143,-1.5652,23,49,1,1,4,0
482.271875,"C20H41O10N3","CHON","Protein",2.05,0.5,-0.5,-0.6,20,41,10,3,0,0
482.30912,"C22H49O4N3S2","CHONS","Lipid",2.23,0.18,-0.4667,-1.2727,22,49,4,3,2,0
482.837172,"C15H4O5N2S6","CHONS","ConHC",0.27,0.33,1,1.6,15,4,5,2,6,0
482.9333772,"C17H8O13S2","CHOS","ConHC",0.47,0.76,0.6471,1.2941,17,8,13,0,2,0
483.0051953,"C18H12O16","CHO","ConHC",0.67,0.89,0.5,1.1111,18,12,16,0,0,0
483.0204213,"C22H12O13","CHO","ConHC",0.55,0.59,0.6774,0.6364,22,12,13,0,0,0
483.020785,"C25H13O5N2S1P1","CHONSP","ConHC",0.52,0.2,0.7838,0.2,25,13,5,2,1,1
483.0400588,"C24H20O5S3","CHOS","Lignin",0.83,0.21,0.5135,-0.1667,24,20,5,0,3,0
483.04031,"C23H18O8P2","CHOP","ConHC",0.78,0.35,0.5882,-0.087,23,18,8,0,0,2
483.0412305,"C32H8O4N2","CHON","ConHC",0.25,0.12,0.9286,0.1875,32,8,4,2,0,0
483.0416761,"C19H16O15","CHO","Tannin",0.84,0.79,0.3913,0.7368,19,16,15,0,0,0
483.041939,"C19H16O15","CHO","Tannin",0.84,0.79,0.3913,0.7368,19,16,15,0,0,0
483.0567876,"C23H16O12","CHO","ConHC",0.7,0.52,0.5882,0.3478,23,16,12,0,0,0
483.057074,"C23H16O12","CHO","ConHC",0.7,0.52,0.5882,0.3478,23,16,12,0,0,0
483.0578,"C24H20O7S2","CHOS","Lignin",0.83,0.29,0.5135,-0.0833,24,20,7,0,2,0
483.0706313,"C21H25O7S2P1","CHOSP","Lignin",1.19,0.33,0.2414,-0.3333,21,25,7,0,2,1
483.072431,"C20H24O6N2S3","CHONS","Lignin",1.2,0.3,0.1667,0,20,24,6,2,3,0
483.0779492,"C20H20O14","CHO","Tannin",1,0.7,0.3077,0.4,20,20,14,0,0,0
483.0782668,"C20H20O14","CHO","Tannin",1,0.7,0.3077,0.4,20,20,14,0,0,0
483.080839,"C30H16O3N2S1","CHONS","ConHC",0.53,0.1,0.7647,-0.0667,30,16,3,2,1,0
483.0932571,"C24H20O11","CHO","Lignin",0.83,0.46,0.5135,0.0833,24,20,11,0,0,0
483.0935613,"C24H20O11","CHO","Lignin",0.83,0.46,0.5135,0.0833,24,20,11,0,0,0
483.096543,"C21H24O11S1","CHOS","Lignin",1.14,0.52,0.2414,0,21,24,11,0,1,0
483.097034,"C24H25O3N2S2P1","CHONSP","Lignin",1.04,0.12,0.4286,-0.375,24,25,3,2,2,1
483.100101,"C18H28O11S2","CHOS","AminoSugar",1.56,0.61,-0.2381,-0.1111,18,28,11,0,2,0
483.1143878,"C21H24O13","CHO","Lignin",1.14,0.62,0.2414,0.0952,21,24,13,0,0,0
483.114889,"C24H25O5N2S1P1","CHONSP","Lignin",1.04,0.21,0.4286,-0.2917,24,25,5,2,1,1
483.12575,"C20H24O12N2","CHON","Lignin",1.2,0.6,0.1667,0.3,20,24,12,2,0,0
483.1295869,"C25H24O10","CHO","Lignin",0.96,0.4,0.45,-0.16,25,24,10,0,0,0
483.1299206,"C25H24O10","CHO","Lignin",0.96,0.4,0.45,-0.16,25,24,10,0,0,0
483.1303017,"C17H30O10N2P2","CHONP","AminoSugar",1.76,0.59,-0.5,-0.2353,17,30,10,2,0,2
483.1331546,"C22H28O10S1","CHOS","Lignin",1.27,0.45,0.1875,-0.2727,22,28,10,0,1,0
483.134942,"C31H20O4N2","CHON","ConHC",0.65,0.13,0.7037,-0.1935,31,20,4,2,0,0
483.1355227,"C18H28O15","CHO","Carb",1.56,0.83,-0.2381,0.1111,18,28,15,0,0,0
483.1507284,"C22H28O12","CHO","Lignin",1.27,0.55,0.1875,-0.1818,22,28,12,0,0,0
483.151259,"C25H29O4N2S1P1","CHONSP","Lignin",1.16,0.16,0.3684,-0.52,25,29,4,2,1,1
483.15381,"C21H29O9N2P1","CHONP","Lignin",1.38,0.43,0.1111,-0.2381,21,29,9,2,0,1
483.154179,"C19H32O12S1","CHOS","AminoSugar",1.68,0.63,-0.25,-0.3158,19,32,12,0,1,0
483.163739,"C19H33O12P1","CHOP","AminoSugar",1.74,0.63,-0.25,-0.4737,19,33,12,0,0,1
483.1662022,"C26H28O9","CHO","Lignin",1.08,0.35,0.3953,-0.3846,26,28,9,0,0,0
483.16914,"C23H32O9S1","CHOS","Lignin",1.39,0.39,0.1429,-0.5217,23,32,9,0,1,0
483.169486,"C23H32O9S1","CHOS","Lignin",1.39,0.39,0.1429,-0.5217,23,32,9,0,1,0
483.1715015,"C32H24O3N2","CHON","ConHC",0.75,0.09,0.6491,-0.375,32,24,3,2,0,0
483.172372,"C22H33O6N2S1P1","CHONSP","Lipid",1.5,0.27,0.0667,-0.5909,22,33,6,2,1,1
483.1831183,"C18H32O13N2","CHON","Carb",1.78,0.72,-0.4737,0,18,32,13,2,0,0
483.1870944,"C23H32O11","CHO","Lignin",1.39,0.48,0.1429,-0.4348,23,32,11,0,0,0
483.2023198,"C27H32O8","CHO","Lignin",1.19,0.3,0.3478,-0.5926,27,32,8,0,0,0
483.2026313,"C27H32O8","CHO","Lignin",1.19,0.3,0.3478,-0.5926,27,32,8,0,0,0
483.20292,"C19H38O8N2P2","CHONP","Protein",2,0.42,-0.4545,-0.8421,19,38,8,2,0,2
483.2058563,"C24H36O8S1","CHOS","Protein",1.5,0.33,0.1053,-0.75,24,36,8,0,1,0
483.208277,"C20H36O13","CHO","AminoSugar",1.8,0.65,-0.2593,-0.5,20,36,13,0,0,0
483.2234718,"C24H36O10","CHO","Protein",1.5,0.42,0.1053,-0.6667,24,36,10,0,0,0
483.2387055,"C28H36O7","CHO","Lignin",1.29,0.25,0.3061,-0.7857,28,36,7,0,0,0
483.239352,"C20H42O7N2P2","CHONP","Protein",2.1,0.35,-0.44,-1.1,20,42,7,2,0,2
483.244222,"C34H32O1N2","CHON","UnsatHC",0.94,0.03,0.5556,-0.7059,34,32,1,2,0,0
483.2446787,"C21H40O12","CHO","AminoSugar",1.9,0.57,-0.2667,-0.7619,21,40,12,0,0,0
483.2598765,"C25H40O9","CHO","Protein",1.6,0.36,0.0732,-0.88,25,40,9,0,0,0
483.272738,"C33H40O1S1","CHOS","UnsatHC",1.21,0.03,0.3968,-1.0909,33,40,1,0,1,0
483.2754643,"C29H40O6","CHO","Lignin",1.38,0.21,0.2692,-0.9655,29,40,6,0,0,0
483.2810117,"C22H44O11","CHO","Protein",2,0.5,-0.2727,-1,22,44,11,0,0,0
483.2962932,"C26H44O8","CHO","Protein",1.69,0.31,0.0455,-1.0769,26,44,8,0,0,0
483.29942,"C25H45O5N2P1","CHONP","Lipid",1.8,0.2,-0.0256,-1.16,25,45,5,2,0,1
483.299808,"C23H48O8S1","CHOS","Protein",2.09,0.35,-0.2778,-1.3043,23,48,8,0,1,0
483.3115631,"C30H44O5","CHO","Lignin",1.47,0.17,0.2364,-1.1333,30,44,5,0,0,0
483.3327179,"C27H48O7","CHO","Lipid",1.78,0.26,0.0213,-1.2593,27,48,7,0,0,0
483.3479964,"C31H48O4","CHO","Lipid",1.55,0.13,0.2069,-1.2903,31,48,4,0,0,0
483.3843275,"C32H52O3","CHO","Lipid",1.62,0.09,0.1803,-1.4375,32,52,3,0,0,0
483.4054032,"C29H56O5","CHO","Lipid",1.93,0.17,-0.0189,-1.5862,29,56,5,0,0,0
483.42089,"C33H56O2","CHO","Lipid",1.7,0.06,0.1562,-1.5758,33,56,2,0,0,0
483.442008,"C30H60O4","CHO","Lipid",2,0.13,-0.0357,-1.7333,30,60,4,0,0,0
484.015869,"C21H11O13N1","CHON","ConHC",0.52,0.62,0.7037,0.8571,21,11,13,1,0,0
484.0522695,"C22H15O12N1","CHON","ConHC",0.68,0.55,0.6,0.5455,22,15,12,1,0,0
484.109796,"C20H23O13N1","CHON","Tannin",1.15,0.65,0.2,0.3,20,23,13,1,0,0
484.159904,"C19H36O7N1S2P1","CHONSP","Protein",1.89,0.37,-0.3913,-0.7895,19,36,7,1,2,1
484.205288,"C21H43O3N1S4","CHONS","Lipid",2.05,0.14,-0.3793,-1.2381,21,43,3,1,4,0
484.9999297,"C21H10O14","CHO","ConHC",0.48,0.67,0.7143,0.8571,21,10,14,0,0,0
485.000355,"C24H11O6N2S1P1","CHONSP","ConHC",0.46,0.25,0.8235,0.375,24,11,6,2,1,1
485.0208473,"C18H14O16","CHO","ConHC",0.78,0.89,0.4,1,18,14,16,0,0,0
485.021196,"C18H14O16","CHO","ConHC",0.78,0.89,0.4,1,18,14,16,0,0,0
485.034443,"C27H18O3S3","CHOS","ConHC",0.67,0.11,0.6444,-0.2222,27,18,3,0,3,0
485.0360286,"C22H14O13","CHO","ConHC",0.64,0.59,0.6129,0.5455,22,14,13,0,0,0
485.0363175,"C22H14O13","CHO","ConHC",0.64,0.59,0.6129,0.5455,22,14,13,0,0,0
485.0571786,"C19H18O15","CHO","Tannin",0.95,0.79,0.3043,0.6316,19,18,15,0,0,0
485.0575115,"C19H18O15","CHO","Tannin",0.95,0.79,0.3043,0.6316,19,18,15,0,0,0
485.057852,"C22H19O7N2S1P1","CHONSP","Lignin",0.86,0.32,0.5172,0.1364,22,19,7,2,1,1
485.070314,"C16H23O15P1","CHOP","Tannin",1.44,0.94,-0.3333,0.4375,16,23,15,0,0,1
485.0724388,"C23H18O12","CHO","ConHC",0.78,0.52,0.5294,0.2609,23,18,12,0,0,0
485.0727567,"C23H18O12","CHO","ConHC",0.78,0.52,0.5294,0.2609,23,18,12,0,0,0
485.092043,"C25H26O4S3","CHOS","Lignin",1.04,0.16,0.4,-0.48,25,26,4,0,3,0
485.0938752,"C20H22O14","CHO","Tannin",1.1,0.7,0.2308,0.3,20,22,14,0,0,0
485.1088275,"C24H22O11","CHO","Lignin",0.92,0.46,0.4595,0,24,22,11,0,0,0
485.1092028,"C24H22O11","CHO","Lignin",0.92,0.46,0.4595,0,24,22,11,0,0,0
485.114042,"C23H34O1S5","CHOS","UnsatHC",1.48,0.04,0.0857,-0.9565,23,34,1,0,5,0
485.124304,"C28H22O8","CHO","ConHC",0.79,0.29,0.5833,-0.2143,28,22,8,0,0,0
485.1299499,"C21H26O13","CHO","Lignin",1.24,0.62,0.1724,0,21,26,13,0,0,0
485.135677,"C19H36O6S2P2","CHOSP","Protein",1.89,0.32,-0.3333,-1.0526,19,36,6,0,2,2
485.145231,"C25H26O10","CHO","Lignin",1.04,0.4,0.4,-0.24,25,26,10,0,0,0
485.145617,"C25H26O10","CHO","Lignin",1.04,0.4,0.4,-0.24,25,26,10,0,0,0
485.149863,"C22H32O8P2","CHOP","Lignin",1.45,0.36,0.125,-0.7273,22,32,8,0,0,2
485.1664415,"C22H30O12","CHO","Lignin",1.36,0.55,0.125,-0.2727,22,30,12,0,0,0
485.1816835,"C26H30O9","CHO","Lignin",1.15,0.35,0.3488,-0.4615,26,30,9,0,0,0
485.1819853,"C26H30O9","CHO","Lignin",1.15,0.35,0.3488,-0.4615,26,30,9,0,0,0
485.185027,"C23H34O9S1","CHOS","Lignin",1.48,0.39,0.0857,-0.6087,23,34,9,0,1,0
485.1874608,"C19H34O14","CHO","Carb",1.79,0.74,-0.3333,-0.3158,19,34,14,0,0,0
485.2027607,"C23H34O11","CHO","Lignin",1.48,0.48,0.0857,-0.5217,23,34,11,0,0,0
485.2179851,"C27H34O8","CHO","Lignin",1.26,0.3,0.3043,-0.6667,27,34,8,0,0,0
485.218316,"C27H34O8","CHO","Lignin",1.26,0.3,0.3043,-0.6667,27,34,8,0,0,0
485.224022,"C20H38O13","CHO","AminoSugar",1.9,0.65,-0.3333,-0.6,20,38,13,0,0,0
485.2391373,"C24H38O10","CHO","Protein",1.58,0.42,0.0526,-0.75,24,38,10,0,0,0
485.253704,"C20H42O9N2S1","CHONS","Protein",2.1,0.45,-0.52,-0.8,20,42,9,2,1,0
485.2543398,"C28H38O7","CHO","Lignin",1.36,0.25,0.2653,-0.8571,28,38,7,0,0,0
485.2546753,"C28H38O7","CHO","Lignin",1.36,0.25,0.2653,-0.8571,28,38,7,0,0,0
485.281845,"C21H47O6N2S1P1","CHONSP","Lipid",2.24,0.29,-0.5,-1.2857,21,47,6,2,1,1
485.2824814,"C29H43O4P1","CHOP","Lignin",1.48,0.14,0.2308,-1.2069,29,43,4,0,0,1
485.3118983,"C26H46O8","CHO","Protein",1.77,0.31,0,-1.1538,26,46,8,0,0,0
485.3271639,"C30H46O5","CHO","Lipid",1.53,0.17,0.2,-1.2,30,46,5,0,0,0
485.3484617,"C27H50O7","CHO","Lipid",1.85,0.26,-0.0213,-1.3333,27,50,7,0,0,0
